2015 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,DD1: Drug Plan Customer Service,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H0084,Local CCP,CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY,Care Improvement Plus,"UnitedHealth Group, Inc.",50%,84%,84%,67%,66%,79%,48%,89%,32.8%,74%,55%,70%,23%,53%,91%,68%,45%,49%,73%,31%,61%,12%,84%,73%,84%,84%,80%,85%,0.47,17%,Medicare shows only a Star Rating for this topic,55%,91%,1.8,80%,0.47,17%,Medicare shows only a Star Rating for this topic,81%,90%,99,14%,86%,72%,73%,69%
H0104,Local CCP,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage (PPO),BlueCross BlueShield of Alabama,68%,88%,89%,65%,69%,81%,48%,85%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,21%,52%,88%,63%,44%,56%,83%,32%,53%,10%,87%,72%,87%,87%,87%,86%,0.09,6%,Medicare shows only a Star Rating for this topic,90%,71%,8.0,62%,0.09,6%,Medicare shows only a Star Rating for this topic,86%,92%,99,19%,84%,78%,80%,74%
H0107,Local CCP,HEALTH CARE SERVICE CORPORATION,Blue Cross and Blue Shield of Montana,Health Care Service Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0108,Local CCP,"HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.",Humana Inc.,56%,89%,89%,70%,67%,72%,45%,90%,No data available,No data available,No data available,No data available,27%,60%,91%,79%,56%,71%,78%,36%,53%,11%,79%,73%,82%,82%,81%,79%,0.61,18%,Medicare shows only a Star Rating for this topic,95%,92%,1.9,Not enough data available,0.61,18%,Medicare shows only a Star Rating for this topic,83%,88%,98,5%,89%,74%,76%,72%
H0137,Demo,"COMMONWEALTH CARE ALLIANCE, INC.","Commonwealth Care Alliance, Inc.","Commonwealth Care Alliance, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Not enough data available,No data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,No data available,No data available,No data available
H0141,Local CCP,"MCLAREN HEALTH PLAN, INC.",McLarenAdvantage,McLaren Health Care Corporation,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Plan too small to be measured,22.4%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,98,11%,85%,72%,74%,69%
H0147,Demo,"HEALTHKEEPERS, INC.",Anthem HealthKeepers,"WellPoint, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0148,Demo,CARE1ST HEALTH PLAN,Care1st Health Plan,Care1st Health Plan,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0150,Local CCP,"HEALTHSPRING OF ALABAMA, INC.",Cigna-HealthSpring,CIGNA,82%,94%,96%,67%,69%,75%,41%,98%,65.1%,93%,93%,94%,85%,74%,96%,86%,59%,63%,78%,37%,65%,10%,88%,73%,90%,87%,87%,86%,0.15,9%,Medicare shows only a Star Rating for this topic,99%,86%,1.0,Not enough data available,0.15,9%,Medicare shows only a Star Rating for this topic,86%,92%,99,15%,89%,71%,73%,67%
H0151,Local CCP,"UNITEDHEALTHCARE OF ALABAMA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",58%,87%,85%,66%,68%,74%,42%,89%,26.3%,85%,66%,86%,24%,51%,90%,57%,42%,52%,76%,32%,67%,10%,88%,70%,86%,86%,86%,86%,0.16,8%,Medicare shows only a Star Rating for this topic,97%,91%,2.4,Not enough data available,0.16,8%,Medicare shows only a Star Rating for this topic,86%,92%,98,20%,84%,69%,72%,67%
H0154,Local CCP,"VIVA HEALTH, INC.",VIVA Medicare,UAB Health System,70%,90%,85%,66%,67%,77%,43%,95%,22.7%,91%,79%,86%,40%,65%,86%,71%,52%,67%,78%,31%,61%,12%,87%,76%,91%,87%,89%,85%,0.07,5%,Medicare shows only a Star Rating for this topic,96%,91%,CMS identified issues with this plan's data,83%,0.07,5%,Medicare shows only a Star Rating for this topic,87%,94%,99,11%,85%,72%,74%,69%
H0192,Demo,"AMERIHEALTH MICHIGAN, INC.",Amerihealth VIP Care Plus,Independence Blue Cross,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0251,Local CCP,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",49%,84%,82%,69%,70%,82%,35%,87%,31.0%,83%,49%,84%,21%,47%,87%,70%,43%,63%,64%,26%,68%,11%,Plan too small to be measured,76%,88%,87%,88%,84%,0.23,11%,Medicare shows only a Star Rating for this topic,91%,86%,3.9,100%,0.23,11%,Medicare shows only a Star Rating for this topic,88%,93%,98,29%,85%,68%,67%,66%
H0281,Demo,ILLINICARE HEALTH PLAN,IlliniCare Health,Centene Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0294,Local CCP,CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY,Care Improvement Plus,"UnitedHealth Group, Inc.",Not enough data available,Not enough data available,88%,72%,Plan too new to be measured,Plan too new to be measured,46%,Not enough data available,48.2%,61%,57%,57%,Not enough data available,60%,91%,73%,54%,65%,95%,39%,52%,4%,85%,80%,85%,85%,82%,88%,0.39,9%,Not enough data available,Not enough data available,Not enough data available,0.0,Not enough data available,0.39,9%,Medicare shows only a Star Rating for this topic,81%,90%,99,10%,82%,80%,81%,77%
H0302,Local CCP,"MEDISUN, INC.",Blue Cross Blue Shield of Arizona Advantage,"Veritage, LLC",78%,91%,93%,74%,67%,81%,50%,96%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,32%,65%,92%,81%,61%,65%,74%,40%,59%,8%,81%,75%,88%,84%,86%,85%,0.17,9%,Medicare shows only a Star Rating for this topic,99%,91%,0.0,No data available,0.17,9%,Medicare shows only a Star Rating for this topic,85%,92%,99,11%,85%,79%,81%,77%
H0303,Local CCP,"PACIFICARE OF ARIZONA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",68%,89%,85%,75%,68%,79%,47%,92%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,26%,58%,92%,76%,54%,66%,73%,35%,58%,10%,84%,74%,88%,85%,84%,85%,0.13,10%,Medicare shows only a Star Rating for this topic,93%,92%,2.2,86%,0.13,10%,Medicare shows only a Star Rating for this topic,85%,92%,98,13%,86%,75%,79%,75%
H0316,Local CCP,"UNITEDHEALTHCARE OF ARIZONA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",52%,83%,81%,67%,67%,77%,50%,89%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,35%,60%,88%,72%,48%,63%,79%,37%,57%,9%,80%,73%,82%,84%,80%,84%,0.23,24%,Medicare shows only a Star Rating for this topic,97%,89%,3.2,Not enough data available,0.23,24%,Medicare shows only a Star Rating for this topic,81%,91%,98,12%,86%,76%,79%,74%
H0318,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,69%,88%,92%,75%,65%,82%,51%,95%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,66%,89%,84%,59%,76%,Not enough data available,41%,57%,13%,83%,75%,87%,84%,81%,84%,0.40,16%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,5.5,Not enough data available,0.40,16%,Medicare shows only a Star Rating for this topic,81%,91%,99,12%,88%,73%,80%,73%
H0319,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,53%,81%,34%,Plan too small to be measured,97.4%,93%,91%,91%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.35,4%,Not enough data available,Not enough data available,Not enough data available,0.0,No data available,0.35,4%,Medicare shows only a Star Rating for this topic,Plan too small to be measured,Plan too small to be measured,99,17%,72%,79%,82%,84%
H0321,Local CCP,"ARIZONA PHYSICIANS IPA, INC.",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",55%,86%,84%,66%,72%,81%,51%,88%,21.8%,78%,32%,77%,33%,65%,86%,62%,44%,58%,73%,37%,69%,9%,83%,75%,85%,85%,88%,82%,0.22,10%,Medicare shows only a Star Rating for this topic,94%,75%,3.8,92%,0.22,10%,Medicare shows only a Star Rating for this topic,87%,90%,98,19%,86%,70%,70%,67%
H0332,Local CCP,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,"Kelsey-Seybold Medical Group, PLLC",81%,95%,95%,81%,70%,82%,60%,100%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,30%,81%,97%,87%,62%,73%,85%,39%,52%,10%,90%,83%,94%,90%,92%,90%,0.11,3%,Medicare shows only a Star Rating for this topic,96%,82%,17.4,No data available,0.11,3%,Medicare shows only a Star Rating for this topic,89%,93%,99,6%,90%,77%,81%,75%
H0336,Demo,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0351,Local CCP,"HEALTH NET OF ARIZONA, INC.","Health Net of Arizona, Inc.","Health Net, Inc.",65%,86%,89%,72%,66%,80%,48%,86%,CMS identified issues with this plan's data,98%,56%,75%,24%,67%,93%,80%,60%,69%,77%,33%,59%,11%,83%,75%,86%,84%,84%,84%,0.28,10%,Medicare shows only a Star Rating for this topic,97%,87%,0.5,55%,0.28,10%,Medicare shows only a Star Rating for this topic,84%,90%,99,12%,88%,76%,79%,75%
