2011 Measure Star View: Medicare Part C Report Card Master Table ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Staying Healthy: Screenings, Tests and Vaccines",,,,,,,,,,,,,Managing Chronic (Long Term) Conditions,,,,,,,,,,Ratings of Health Plan Responsiveness and Care,,,,,,"Health Plan Members’ Complaints, Appeals, and Choosing to Leave the Health Plan",,,,Health Plan’s Telephone Customer Service,,
H0154,Local CCP,UAB Health System,VIVA Medicare Plus,2 stars,3 stars,4 stars,3 stars,3 stars,5 stars,2 stars,3 stars,4 stars,1 stars,3 stars,2 stars,5 stars,1 stars,3 stars,5 stars,3 stars,3 stars,4 stars,4 stars,2 stars,2 stars,3 stars,5 stars,4 stars,3 stars,5 stars,5 stars,5 stars,5 stars,5 stars,3 stars,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",4 stars,5 stars,5 stars
H0248,Local CCP,Humana Inc.,Humana Insurance Company,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,5 stars,Not enough data available to calculate measure,3 stars,5 stars,3 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,5 stars,Not enough data available to calculate measure,3 stars,5 stars,3 stars,2 stars,2 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,1 stars,2 stars,2 stars,Not enough data available to calculate measure,3 stars,2 stars,4 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,4 stars,3 stars,3 stars,3 stars
H0251,Local CCP,"UnitedHealth Group, Inc.",AmeriChoice Secure Plus Complete,1 stars,2 stars,3 stars,4 stars,1 stars,4 stars,3 stars,3 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 stars,1 stars,4 stars,Not enough data available to calculate measure,2 stars,4 stars,3 stars,3 stars,3 stars,2 stars,2 stars,2 stars,4 stars,3 stars,3 stars,3 stars,3 stars,4 stars,4 stars,4 stars,2 stars,3 stars,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",4 stars,1 stars,3 stars
H0302,Local CCP,Banner Health,Banner MediSun,5 stars,4 stars,4 stars,5 stars,4 stars,5 stars,4 stars,5 stars,4 stars,2 stars,5 stars,2 stars,5 stars,2 stars,3 stars,2 stars,4 stars,3 stars,4 stars,3 stars,2 stars,2 stars,3 stars,4 stars,1 stars,4 stars,4 stars,3 stars,4 stars,5 stars,5 stars,5 stars,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",5 stars,4 stars,5 stars
H0303,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,3 stars,4 stars,4 stars,4 stars,3 stars,4 stars,3 stars,4 stars,4 stars,3 stars,5 stars,1 stars,4 stars,1 stars,3 stars,4 stars,4 stars,3 stars,4 stars,3 stars,2 stars,2 stars,1 stars,2 stars,1 stars,2 stars,2 stars,1 stars,2 stars,4 stars,5 stars,3 stars,4 stars,5 stars,4 stars,3 stars
H0307,Local CCP,Humana Inc.,"Humana Health Plan, Inc.",1 stars,2 stars,4 stars,4 stars,1 stars,4 stars,3 stars,3 stars,5 stars,1 stars,3 stars,2 stars,4 stars,2 stars,2 stars,4 stars,3 stars,3 stars,3 stars,2 stars,2 stars,2 stars,2 stars,3 stars,2 stars,3 stars,3 stars,3 stars,2 stars,3 stars,5 stars,3 stars,4 stars,3 stars,3 stars,3 stars
H0316,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,3 stars,3 stars,4 stars,4 stars,2 stars,3 stars,3 stars,4 stars,4 stars,2 stars,5 stars,2 stars,4 stars,1 stars,3 stars,4 stars,3 stars,3 stars,3 stars,5 stars,2 stars,2 stars,3 stars,3 stars,3 stars,2 stars,2 stars,2 stars,2 stars,4 stars,5 stars,2 stars,2 stars,5 stars,4 stars,3 stars
H0317,Local CCP,Humana Inc.,Humana Insurance Company,2 stars,2 stars,3 stars,5 stars,1 stars,5 stars,3 stars,4 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,5 stars,2 stars,5 stars,Not enough data available to calculate measure,2 stars,2 stars,3 stars,4 stars,2 stars,4 stars,Not enough data available to calculate measure,2 stars,1 stars,3 stars,1 stars,2 stars,Not enough data available to calculate measure,2 stars,1 stars,3 stars,5 stars,3 stars,4 stars,3 stars,3 stars,3 stars
H0318,Local CCP,Aetna Inc.,Aetna Medicare,2 stars,3 stars,5 stars,5 stars,2 stars,3 stars,2 stars,2 stars,5 stars,1 stars,5 stars,1 stars,4 stars,Not enough data available to calculate measure,4 stars,5 stars,4 stars,4 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 stars,1 stars,2 stars,1 stars,1 stars,3 stars,1 stars,1 stars,2 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",4 stars,3 stars,2 stars
H0319,Local CCP,"UnitedHealth Group, Inc.",Evercare« by UnitedHealthcare,2 stars,1 stars,3 stars,3 stars,2 stars,5 stars,3 stars,4 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 stars,2 stars,5 stars,1 stars,3 stars,4 stars,3 stars,3 stars,3 stars,3 stars,1 stars,3 stars,5 stars,2 stars,2 stars,2 stars,Not enough data available to calculate measure,2 stars,2 stars,3 stars,3 stars,2 stars,2 stars,5 stars,4 stars,3 stars
H0320,Local CCP,Arcadian Management Services Inc.,Desert Canyon Community Care,2 stars,1 stars,2 stars,3 stars,1 stars,3 stars,2 stars,3 stars,4 stars,3 stars,3 stars,1 stars,4 stars,Not enough data available to calculate measure,1 stars,4 stars,2 stars,1 stars,2 stars,Not enough data available to calculate measure,1 stars,2 stars,1 stars,2 stars,2 stars,2 stars,4 stars,2 stars,2 stars,4 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 stars,5 stars,4 stars,3 stars
H0321,Local CCP,"UnitedHealth Group, Inc.",APIPA Personal Care Plus,2 stars,3 stars,3 stars,4 stars,2 stars,4 stars,2 stars,2 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,4 stars,2 stars,4 stars,1 stars,4 stars,4 stars,3 stars,2 stars,4 stars,3 stars,2 stars,3 stars,4 stars,2 stars,2 stars,3 stars,3 stars,3 stars,3 stars,5 stars,5 stars,2 stars,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",4 stars,1 stars,3 stars
H0332,Local CCP,"KS Plan Administrators, LLC",KelseyCare Advantage,5 stars,5 stars,5 stars,5 stars,3 stars,5 stars,5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,5 stars,3 stars,5 stars,Not enough data available to calculate measure,4 stars,5 stars,4 stars,5 stars,4 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 stars,1 stars,4 stars,5 stars,4 stars,5 stars,5 stars,5 stars,4 stars,5 stars,3 stars,4 stars,5 stars,5 stars,5 stars
H0351,Local CCP,"Health Net, Inc.","Health Net of Arizona, Inc.",2 stars,4 stars,4 stars,4 stars,2 stars,4 stars,3 stars,4 stars,5 stars,2 stars,4 stars,1 stars,5 stars,1 stars,4 stars,5 stars,4 stars,3 stars,4 stars,3 stars,2 stars,2 stars,2 stars,4 stars,1 stars,2 stars,2 stars,2 stars,2 stars,4 stars,3 stars,3 stars,4 stars,4 stars,3 stars,3 stars
H0354,Local CCP,CIGNA,CIGNA HealthCare of Arizona,3 stars,5 stars,4 stars,5 stars,5 stars,5 stars,5 stars,5 stars,4 stars,2 stars,5 stars,2 stars,5 stars,1 stars,5 stars,5 stars,5 stars,5 stars,4 stars,4 stars,2 stars,2 stars,3 stars,4 stars,2 stars,4 stars,4 stars,3 stars,4 stars,5 stars,5 stars,5 stars,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",5 stars,3 stars,5 stars
H0370,Local CCP,Coventry Health Care Inc.,Coventry Health Care,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,4 stars,5 stars,2 stars,5 stars
H0401,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,2 stars,2 stars,Not enough data available to calculate measure,Plan too small to be measured,3 stars,1 stars,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,4 stars,3 stars,3 stars,2 stars,2 stars,2 stars,4 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 stars,5 stars,4 stars,3 stars
H0408,Local CCP,"UnitedHealth Group, Inc.",Evercare« by UnitedHealthcare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,2 stars,5 stars,4 stars,3 stars
H0423,Local CCP,"MetroPlus Health Plan, Inc.",MetroPlus Health Plan,5 stars,4 stars,4 stars,5 stars,1 stars,5 stars,4 stars,1 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,2 stars,4 stars,Not enough data available to calculate measure,4 stars,5 stars,3 stars,3 stars,3 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,1 stars,3 stars,1 stars,3 stars,1 stars,3 stars,4 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",4 stars,3 stars,1 stars
H0474,Local CCP,Essence Group Holdings Corporation,Essence Healthcare,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0490,Local CCP,"Molina Healthcare, Inc.,",Molina Healthcare of Ohio,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",5 stars,3 stars,5 stars
H0502,1876 Cost,Contra Costa Health Services,Contra Costa Health Plan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5 stars,2 stars,2 stars,2 stars,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,2 stars,5 stars,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H0504,Local CCP,California Physicians' Service,Blue Shield of California,3 stars,4 stars,4 stars,5 stars,3 stars,3 stars,2 stars,3 stars,4 stars,2 stars,3 stars,2 stars,4 stars,1 stars,5 stars,5 stars,4 stars,4 stars,4 stars,2 stars,1 stars,3 stars,3 stars,3 stars,4 stars,3 stars,4 stars,4 stars,4 stars,4 stars,5 stars,3 stars,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",4 stars,4 stars,4 stars
H0523,Local CCP,Aetna Inc.,Aetna Medicare,3 stars,4 stars,4 stars,5 stars,1 stars,3 stars,3 stars,3 stars,4 stars,2 stars,3 stars,1 stars,4 stars,1 stars,4 stars,5 stars,4 stars,4 stars,4 stars,5 stars,1 stars,2 stars,2 stars,3 stars,2 stars,3 stars,2 stars,3 stars,4 stars,4 stars,5 stars,4 stars,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",4 stars,3 stars,2 stars
H0524,Local CCP,"Kaiser Foundation Health Plan, Inc.",Kaiser Permanente Senior Advantage,5 stars,5 stars,5 stars,5 stars,4 stars,3 stars,5 stars,5 stars,4 stars,2 stars,4 stars,2 stars,5 stars,4 stars,5 stars,5 stars,5 stars,5 stars,5 stars,3 stars,3 stars,2 stars,2 stars,4 stars,4 stars,5 stars,5 stars,5 stars,5 stars,5 stars,5 stars,3 stars,3 stars,5 stars,2 stars,3 stars
H0540,PFFS,"Wellpoint, Inc.",Unicare Life & Health Ins. Company,2 stars,Plan not required to report measure,3 stars,2 stars,3 stars,3 stars,2 stars,2 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 stars,1 stars,4 stars,1 stars,2 stars,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,4 stars,2 stars,2 stars,1 stars,4 stars,4 stars,4 stars,2 stars,3 stars,2 stars,2 stars,4 stars,1 stars,4 stars,4 stars,4 stars,2 stars
H0543,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,4 stars,4 stars,4 stars,5 stars,3 stars,3 stars,3 stars,4 stars,5 stars,2 stars,3 stars,2 stars,4 stars,1 stars,4 stars,5 stars,4 stars,5 stars,4 stars,3 stars,2 stars,2 stars,3 stars,2 stars,2 stars,3 stars,2 stars,3 stars,3 stars,4 stars,5 stars,3 stars,4 stars,5 stars,4 stars,3 stars
H0544,Local CCP,CareMore Medical Enterprises,CareMore Health Plan,3 stars,3 stars,4 stars,5 stars,3 stars,5 stars,5 stars,3 stars,4 stars,1 stars,3 stars,3 stars,5 stars,1 stars,4 stars,5 stars,3 stars,4 stars,4 stars,2 stars,1 stars,3 stars,4 stars,2 stars,2 stars,2 stars,5 stars,3 stars,5 stars,5 stars,5 stars,3 stars,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",5 stars,4 stars,5 stars
H0545,Local CCP,InterValley Health Plan,Inter Valley Health Plan,3 stars,3 stars,4 stars,5 stars,4 stars,3 stars,3 stars,3 stars,4 stars,1 stars,3 stars,2 stars,5 stars,1 stars,3 stars,5 stars,4 stars,4 stars,4 stars,4 stars,1 stars,2 stars,3 stars,3 stars,3 stars,2 stars,5 stars,3 stars,5 stars,5 stars,5 stars,5 stars,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",5 stars,4 stars,5 stars
H0562,Local CCP,"Health Net, Inc.",Health Net of California,4 stars,4 stars,4 stars,5 stars,3 stars,3 stars,3 stars,3 stars,4 stars,2 stars,4 stars,2 stars,5 stars,1 stars,4 stars,5 stars,4 stars,4 stars,4 stars,3 stars,2 stars,2 stars,3 stars,2 stars,2 stars,3 stars,2 stars,3 stars,3 stars,4 stars,5 stars,3 stars,4 stars,5 stars,5 stars,4 stars
H0564,Local CCP,"Wellpoint, Inc.",Anthem Blue Cross,2 stars,3 stars,4 stars,4 stars,1 stars,3 stars,2 stars,2 stars,4 stars,1 stars,2 stars,1 stars,4 stars,1 stars,4 stars,4 stars,4 stars,4 stars,4 stars,3 stars,1 stars,2 stars,2 stars,1 stars,1 stars,1 stars,2 stars,1 stars,2 stars,4 stars,3 stars,1 stars,2 stars,5 stars,4 stars,2 stars
H0571,Local CCP,Chinese Hospital Association,Chinese Community Health Plan,2 stars,3 stars,4 stars,4 stars,3 stars,3 stars,5 stars,1 stars,5 stars,2 stars,2 stars,2 stars,5 stars,1 stars,5 stars,4 stars,3 stars,3 stars,5 stars,1 stars,1 stars,1 stars,4 stars,1 stars,1 stars,1 stars,3 stars,1 stars,2 stars,5 stars,5 stars,3 stars,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",5 stars,5 stars,3 stars
H0602,1876 Cost,"Rocky Mountain Health Maintenance , Inc.",Rocky Mountain Health Plans,4 stars,4 stars,4 stars,3 stars,3 stars,1 stars,4 stars,5 stars,5 stars,2 stars,5 stars,2 stars,5 stars,2 stars,4 stars,2 stars,5 stars,4 stars,4 stars,4 stars,2 stars,2 stars,2 stars,5 stars,5 stars,5 stars,5 stars,5 stars,5 stars,5 stars,4 stars,3 stars,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H0609,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,2 stars,4 stars,4 stars,5 stars,3 stars,4 stars,5 stars,5 stars,4 stars,2 stars,5 stars,2 stars,5 stars,1 stars,3 stars,4 stars,3 stars,5 stars,4 stars,3 stars,2 stars,2 stars,3 stars,4 stars,3 stars,4 stars,2 stars,3 stars,3 stars,4 stars,5 stars,4 stars,4 stars,5 stars,4 stars,3 stars
H0620,Local CCP,"UnitedHealth Group, Inc.",Evercare« by UnitedHealthcare,1 stars,1 stars,Not enough data available to calculate measure,1 stars,1 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,2 stars,1 stars,5 stars,1 stars,4 stars,2 stars,4 stars,3 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,1 stars,3 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 stars,5 stars,4 stars,3 stars
