2012 Data View: Medicare Part C Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Staying Healthy: Screenings, Tests and Vaccines",,,,,,,,,,,,Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,Ratings of Plan Responsiveness and Care,,,,,"Member Complaints, Problems Getting Services, and Choosing to Leave the Plan",,,Health Plan Customer Service,,
H0294,Local CCP,XLHealth Corporation,Care Improvement Plus,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0302,Local CCP,Banner Health,Banner MediSun,5,5,4,5,4,4,5,5,2,2,5,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,3,3,4,3,4,4,2,3,4,3,4,5,4,4,5,4,5,5,4,4
H0303,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,3,4,4,5,3,4,4,5,2,1,4,3,4,3,3,2,3,4,4,4,5,4,2,4,4,4,4,2,2,2,4,2,4,4,4,4
H0307,Local CCP,Humana Inc.,"Humana Health Plan, Inc.",2,3,4,4,2,2,3,4,1,1,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,3,4,3,3,3,3,2,3,3,4,3,2,2,2,2,4,2,5,2,4
H0316,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,3,3,4,4,2,3,4,4,3,1,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,3,5,3,4,4,5,2,2,4,3,4,3,2,2,3,2,4,4,3,4
H0317,Local CCP,Humana Inc.,Humana Insurance Company,3,2,4,4,3,2,4,4,3,3,5,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,3,4,3,4,2,3,2,2,4,3,4,2,4,2,2,5,2,5,3,4
H0318,Local CCP,Aetna Inc.,Aetna Medicare,3,3,4,4,3,3,3,Not enough data available to calculate measure,Not enough data available to calculate measure,2,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,4,4,4,4,5,Not enough data available to calculate measure,2,2,3,2,2,4,1,1,1,1,1,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H0319,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,2,2,4,3,3,Plan too small to be measured,Plan too small to be measured,3,2,2,4,3,5,5,5,2,3,5,3,4,4,3,2,4,4,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,3,3,5,3,3,Not enough data available to calculate measure
H0320,Local CCP,Arcadian Management Services Inc.,Desert Canyon Community Care,2,2,3,4,1,1,3,4,3,1,4,1,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,2,2,3,3,3,4,1,1,4,2,1,3,1,2,4,1,4,5,5,Not enough data available to calculate measure
H0321,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare Community Plan,2,3,4,3,3,1,2,4,3,1,4,3,1 Footnote: Not reported. There were problems with the plan’s data,3,1 Footnote: Not reported. There were problems with the plan’s data,2,3,5,2,2,3,3,1,3,3,2,2,1,3,4,4,4,5,3,1,Not enough data available to calculate measure
H0332,Local CCP,"KS Plan Administrators, LLC",KelseyCare Advantage,5,5,5,5,3,4,5,Plan too new to be measured,Plan too new to be measured,3,5,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,4,5,4,4,5,Not enough data available to calculate measure,2,3,4,4,5,5,5,5,4,4,5,5,3,5
H0351,Local CCP,"Health Net, Inc.","Health Net of Arizona, Inc.",3,4,4,4,3,3,4,4,2,1,4,4,4,3,4,2,3,5,3,3,5,3,3,3,4,4,3,4,2,4,4,1,2,5,3,Not enough data available to calculate measure
H0354,Local CCP,CIGNA,CIGNA HealthCare of Arizona,3,5,5,4,4,5,5,4,2,1,5,5,5,5,5,2,4,5,4,4,5,4,1,3,3,4,4,4,4,4,5,3,5,5,5,5
H0401,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,2,2,Not enough data available to calculate measure,3,3,2,2,Plan too small to be measured,Plan too small to be measured,1,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,3,4,3,3,3,Not enough data available to calculate measure,2,1,2,3,2,3,4,2,4,3,2,Not enough data available to calculate measure,Not enough data available to calculate measure,4
H0408,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,3,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H0423,Local CCP,New York City Health and Hospitals Corporation,MetroPlus Health Plan,5,4,5,5,3,4,2,Plan too new to be measured,Plan too new to be measured,4,4,5,4,3,4,Not enough data available to calculate measure,4,5,3,3,3,Not enough data available to calculate measure,Not enough data available to calculate measure,4,3,2,1,3,3,4,2,3,2,1,4,1
H0490,Local CCP,"Molina Healthcare, Inc.,",Molina Healthcare of Ohio,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,3,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,4
H0502,1876 Cost,Contra Costa Health Services,Contra Costa Health Plan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,5,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H0504,Local CCP,California Physicians' Service,Blue Shield of California,4,4,5,5,3,3,4,4,2,2,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,5,5,4,4,4,2,1,3,4,3,4,3,4,4,4,4,5,4,3,4
H0523,Local CCP,Aetna Inc.,Aetna Medicare,3,4,5,5,1,3,4,5,2,1,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,4,5,5,4,4,4,2,3,4,2,3,4,4,4,4,1,2,5,3,Not enough data available to calculate measure
H0524,Local CCP,"Kaiser Foundation Health Plan, Inc.",Kaiser Permanente Senior Advantage,5,5,5,5,4,5,5,5,2,3,5,5,5,5,4,5,5,5,5,5,5,5,2,4,3,4,5,4,5,5,5,4,5,5,3,5
H0543,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,4,5,5,5,3,5,5,4,2,2,4,3,3,1,1,2,4,5,5,5,4,3,1,3,4,2,4,Plan too small to be measured,4,4,3,1,5,4,3,4
H0544,Local CCP,"WellPoint, Inc.",CareMore Health Plan,4,4,5,5,4,5,4,4,2,3,5,3,4,4,4,3,5,5,3,4,5,2,2,4,4,2,2,4,4,5,5,4,5,4,2,3
H0545,Local CCP,InterValley Health Plan,Inter Valley Health Plan,3,3,4,4,4,3,4,5,1,3,5,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,3,5,3,4,5,2,2,4,5,4,4,5,4,5,5,4,5,5,3,4
H0562,Local CCP,"Health Net, Inc.",Health Net of California,5,5,4,5,3,4,4,5,2,3,4,4,4,2,3,2,5,5,4,4,4,3,2,3,4,4,4,2,4,4,4,1,4,5,3,Not enough data available to calculate measure
H0564,Local CCP,"WellPoint, Inc.",Anthem Blue Cross,3,3,4,4,3,3,3,4,3,1,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,3,5,3,4,3,3,1,3,1 Footnote: Not reported. There were problems with the plan’s data,3,4,3,1,1,3,3,3,4,3,3
H0571,Local CCP,Chinese Hospital Association,Chinese Community Health Plan,3,4,4,5,3,5,1,5,2,2,5,4,4,2,3,3,5,4,4,3,5,1,1,4,3,4,1,4,2,4,5,4,5,5,3,3
H0602,1876 Cost,"Rocky Mountain HMO, Inc.",Rocky Mountain Health Plans,3,5,4,3,4,5,5,5,3,3,5,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,4,2,4,4,5,3,2,3,Plan not required to report measure,5,5,5,4,4,5,4,5,5,3,Not enough data available to calculate measure
H0609,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,3,3,5,4,3,5,5,5,2,3,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,2,5,4,4,4,3,2,2,4,4,5,1,4,4,4,1,5,4,3,4
H0620,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,1,1,Not enough data available to calculate measure,1,1,Plan too small to be measured,Plan too small to be measured,4,2,1,5,1,5,5,5,1,2,5,4,3,Not enough data available to calculate measure,Not enough data available to calculate measure,2,5,5,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,4,3,5,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H0621,Local CCP,Colorado Access,Colorado Access Advantage,2,2,4,2,3,3,2,5,2,2,4,4,4,3,3,Not enough data available to calculate measure,3,2,2,2,4,5,2,4,4,3,4,3,2,2,5,4,4,Not enough data available to calculate measure,Not enough data available to calculate measure,5
H0623,Local CCP,Humana Inc.,Humana Insurance Company,2,2,4,3,3,4,4,4,2,2,4,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,3,4,1,2,2,4,3,2,4,4,4,2,4,2,1,4,3,5,2,4
H0624,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,2,2,2,3,2,3,3,4,1,2,4,2,3,4,3,1,3,4,3,4,3,3,2,4,4,4,4,2,4,4,3,3,5,5,3,Not enough data available to calculate measure
H0630,Local CCP,"Kaiser Foundation Health Plan, Inc.",Kaiser Permanente Senior Advantage,5,5,5,5,5,5,5,5,2,2,4,5,4,5,3,3,5,5,5,5,5,4,2,3,4,4,5,5,5,5,5,4,5,5,4,5
H0657,1876 Cost,Colorado Choice Health Plans,Colorado Choice Health Plans,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,4,2,1,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,2,2,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,4,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H0710,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,3,1,2,3,3,3,1,4,2,3,4,2,3,4,3,1,4,5,2,2,3,4,2,5,4,2,2,Plan too small to be measured,2,3,2,3,5,5,5,Not enough data available to calculate measure
H0712,Local CCP,"WellCare Health Plans, Inc.",WellCare,3,3,4,4,3,3,1,5,3,1,4,2,3,2,3,Not enough data available to calculate measure,3,5,3,3,3,Not enough data available to calculate measure,1,4,3,2,1,1,2,1,3,4,2,5,5,4
H0752,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,3,3,4,4,3,3,3,5,3,1,4,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,3,4,3,3,4,Not enough data available to calculate measure,2,4,3,4,4,5,4,2,1,3,2,5,3,4
H0755,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,4,5,5,4,4,3,2,5,3,2,5,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,5,4,3,4,5,3,2,4,3,4,4,3,4,2,2,4,1,5,2,5
H0838,Local CCP,"Universal Care, Inc",Brand New Day,2,1,Not enough data available to calculate measure,4,1,2,1,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,4,5,5,4,4,Not enough data available to calculate measure,2,3,3,2,4,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,3,2,2,1,2,2,3,5,2,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H0901,Local CCP,Aetna Inc.,Aetna Medicare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,1,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H0908,Local CCP,Centene Corporation,Advantage by Buckeye Community Health Plan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,2,1,1,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,4,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H0913,Local CCP,"WellCare Health Plans, Inc.",WellCare,3,2,4,4,2,2,1,Plan too new to be measured,Plan too new to be measured,1,4,2,3,1,2,Not enough data available to calculate measure,2,4,2,2,3,Not enough data available to calculate measure,Not enough data available to calculate measure,4,3,Plan too small to be measured,1,Plan too small to be measured,2,2,4,4,1,Not enough data available to calculate measure,Not enough data available to calculate measure,4
H0979,PFFS,"America?s 1st Choice Insurance Company of NC, Inc.","AMERICA'S 1ST CHOICE INSURANCE COMPANY OF NC, INC.",2,Plan not required to report measure,2,3,3,3,3,Plan too new to be measured,Plan too new to be measured,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,4,2,3,4,5,4,5,4,5,1,4,3,Not enough data available to calculate measure,Not enough data available to calculate measure,5
H1013,Local CCP,Coventry Health Care Inc.,Coventry Health Plan of Florida,4,3,5,5,2,1,1,5,1,3,4,3,3,1,1,2,1,5,3,3,3,3,2,4,4,2,2,3,4,4,3,2,2,3,2,4
H1016,Local CCP,"AvMed, Inc.",AvMed Medicare,3,5,5,5,3,2,3,4,2,3,5,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,3,4,4,4,4,3,2,4,3,4,2,5,4,5,4,4,4,4,2,4
H1019,Local CCP,Humana Inc.,"CarePlus Health Plans, Inc.",5,5,5,5,5,1,1,4,3,2,5,3,4,2,3,3,4,5,4,3,4,2,2,4,3,Plan too small to be measured,2,Plan too small to be measured,4,3,4,4,2,5,3,4
H1026,Local CCP,Blue Cross and Blue Shield of Florida,"Health Options, Inc / Blue Cross Blue Shield of FL",3,4,5,5,1,1,2,4,3,2,4,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,1 Footnote: Not reported. There were problems with the plan’s data,5,4,4,4,2,2,3,1 Footnote: Not reported. There were problems with the plan’s data,2,2,3,2,1,3,4,1,5,3,2
H1032,Local CCP,"WellCare Health Plans, Inc.",WellCare,3,3,4,5,3,3,3,5,2,2,4,3,4,2,3,2,3,5,4,3,3,2,2,2,4,3,2,2,4,3,3,3,2,5,4,4
H1035,Local CCP,Blue Cross and Blue Shield of Florida,"Florida Health Care Plan, Inc.",5,5,5,5,5,4,5,4,2,2,5,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,5,5,5,5,3,4,2,3,4,4,4,4,4,5,5,4,5,5,2,3
H1036,Local CCP,Humana Inc.,"Humana Medical Plan, Inc.",5,5,5,5,3,4,3,4,1,2,5,4,4,3,3,3,4,5,5,4,4,1,2,4,4,4,4,4,2,4,4,5,4,5,3,4
H1045,Local CCP,Preferred Care Partners Holding Corp,"Preferred Care Partners, Inc.",4,5,5,5,3,1,1,5,2,3,5,3,4,2,2,2,4,5,5,5,5,2,3,4,4,4,4,5,4,5,3,3,4,3,1,3
H1076,Local CCP,Coventry Health Care Inc.,Coventry Health Care of Florida,3,3,5,5,1,1,1,4,2,1,4,3,3,1,1,1,1,3,3,3,3,2,1,4,4,2,3,3,2,3,3,1,1,2,2,4
H1080,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,2,4,4,4,3,1,3,4,2,2,4,2,3,2,1,2,3,4,3,3,3,3,3,4,3,4,4,3,4,4,3,2,1,3,3,4
H1099,Local CCP,Health First,Health First Medicare Plans,4,5,5,5,4,4,4,4,2,3,5,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,5,5,5,4,5,4,2,4,3,4,4,5,4,4,5,5,5,4,3,5
H1108,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,2,1,3,2,3,1,1,5,1,2,4,2,4,5,4,1,3,4,3,2,2,3,1,4,4,4,2,4,4,5,2,2,5,4,3,Not enough data available to calculate measure
H1109,Local CCP,Aetna Inc.,Aetna Medicare,3,4,4,5,3,4,3,5,3,3,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,3,4,4,4,4,2,2,3,3,2,2,3,2,2,3,1,1,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H1110,Local CCP,Aetna Inc.,Aetna Medicare,4,3,Not enough data available to calculate measure,5,4,4,3,Plan too small to be measured,Plan too small to be measured,No data available,5,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,5,5,4,4,4,Not enough data available to calculate measure,No data available,No data available,4,4,4,3,4,2,3,1,3,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H1111,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,3,3,4,3,2,2,2,4,1,1,4,3,3,3,1,Not enough data available to calculate measure,2,3,3,2,3,4,1,4,4,5,2,4,4,4,3,2,3,Not enough data available to calculate measure,Not enough data available to calculate measure,4
H1112,Local CCP,"WellCare Health Plans, Inc.",WellCare,3,3,4,4,3,2,1,5,3,3,4,3,4,2,3,1,4,5,3,3,3,2,2,3,3,2,1,1,2,1,2,3,2,5,2,4
H1170,Local CCP,"Kaiser Foundation Health Plan, Inc.",Kaiser Permanente Senior Advantage,5,5,5,5,3,4,5,4,2,3,5,5,5,5,5,2,5,5,5,5,5,3,2,2,4,4,4,4,5,5,3,4,5,3,3,5
