2013 Star View: Medicare Part C Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicare Part C Report Card Master Table ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contract Number,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"Staying Healthy: Screenings, Tests, and Vaccines",,,,,,,,,,Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,Member Experience with Health Plan,,,,,,"Member Complaints, Problems Getting Services, and Improvement in the Health Plan’s Performance",,,,Health Plan Customer Service,,,
,,,,,C01: Breast Cancer Screening,C02: Colorectal Cancer Screening,C03: Cardiovascular Care – Cholesterol Screening,C04: Diabetes Care – Cholesterol Screening,C05: Glaucoma Testing,C06: Annual Flu Vaccine,C07: Improving or Maintaining Physical Health,C08: Improving or Maintaining Mental Health,C09: Monitoring Physical Activity,C10: Adult BMI Assessment,C11: Care for Older Adults – Medication Review,C12: Care for Older Adults – Functional Status Assessment,C13: Care for Older Adults – Pain Screening,C14: Osteoporosis Management in Women who had a Fracture,C15: Diabetes Care – Eye Exam,C16: Diabetes Care – Kidney Disease Monitoring,C17: Diabetes Care – Blood Sugar Controlled,C18: Diabetes Care – Cholesterol Controlled,C19: Controlling Blood Pressure,C20: Rheumatoid Arthritis Management,C21: Improving Bladder Control,C22: Reducing the Risk of Falling,C23: Plan All-Cause Readmissions,C24: Getting Needed Care,C25: Getting Appointments and Care Quickly,C26: Customer Service,C27: Overall Rating of Health Care Quality,C28: Overall Rating of Plan,C29: Care Coordination,C30: Complaints about the Health Plan,C31: Beneficiary Access and Performance Problems,C32: Members Choosing to Leave the Plan,C33: Improvement,C34: Plan Makes Timely Decisions about Appeals,C35: Reviewing Appeals Decisions,C36: Call Center – Foreign Language Interpreter and TTY/TDD Availability,C37: Enrollment Timeliness
H0248,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3,3,5,4,4,3,Plan too new to be measured,Plan too new to be measured,3,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,4,2,2,3,3,3,3,3,2,3,2,4,4,3,2,4,2,2,5,Not enough data available,5,4
H0251,Local CCP,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",2,2,3,3,1,1,5,1,1,3,2,1,1,1,1,4,3,2,2,2,1,4,3,3,2,3,4,5,3,3,1,3,3,1,1,5,Not enough data available
H0294,Local CCP,CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY,Care Improvement Plus,"UnitedHealth Group, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Not enough data available,Plan too new to be measured,Not enough data available,Not enough data available,Plan too new to be measured,5,Not enough data available
H0302,Local CCP,"BANNER MEDISUN, INC.",Blue Cross Blue Shield of Arizona Advantage,Banner Health,4,4,5,5,4,4,4,2,2,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,3,5,4,2,4,4,3,4,3,3,4,3,4,4,3,5,4,5,2,5,5,3,5
H0303,Local CCP,"PACIFICARE OF ARIZONA, INC",UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,5,4,3,3,4,2,2,4,2,2,2,1,3,5,4,4,4,3,2,3,3,3,2,2,2,2,2,3,1,4,1,4,3,5,5
H0307,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,3,4,4,4,1,2,5,2,1,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,1,4,3,4,4,3,2,2,3,4,4,2,2,2,3,1,4,3,4,5,4,5,5
H0316,Local CCP,"UNITEDHEALTHCARE OF ARIZONA,  INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,4,4,2,2,5,2,2,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,3,4,3,4,4,4,3,3,3,4,4,3,4,2,3,3,1,3,1,4,3,5,5
H0317,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3,3,4,4,2,2,4,3,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,2,4,3,3,4,3,3,2,4,4,2,1,1,1,2,1,4,1,2,5,5,5,5
H0318,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,3,4,5,5,2,4,5,3,3,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,4,4,4,4,5,Not enough data available,3,3,3,4,4,3,4,2,4,1,2,3,5,4,Not enough data available,5,2
H0319,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",1,1,Not enough data available,5,5,Plan too small to be measured,Not enough data available,Not enough data available,1,5,5,5,5,1,5,5,4,5,Not enough data available,Not enough data available,Not enough data available,Not enough data available,4,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,2,1,5,4,3,5,5,Not enough data available
H0320,Local CCP,"ARCADIAN HEALTH PLAN, INC.",Desert Canyon Community Care,Humana Inc.,2,2,3,4,1,1,4,2,1,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,1,3,2,2,4,3,2,1,3,2,2,4,1,2,1,4,4,4,3,4,Not enough data available,2,5
H0321,Local CCP,"ARIZONA PHYSICIANS IPA, INC.",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",2,3,3,3,2,2,5,2,2,4,3,2,3,2,4,5,2,2,3,3,2,5,3,3,3,1,2,4,2,3,1,5,4,5,2,5,Not enough data available
H0332,Local CCP,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,"Kelsey-Seybold Medical Group, PLLC",5,5,5,5,5,5,5,2,3,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,5,5,5,5,5,Not enough data available,3,4,2,5,5,5,5,5,5,3,5,5,2,4,3,4,5
H0351,Local CCP,"HEALTH NET OF ARIZONA, INC.","Health Net of Arizona, Inc.","Health Net, Inc.",3,5,5,5,2,4,5,3,2,5,4,3,4,1,4,5,4,4,5,3,3,4,2,4,4,4,4,4,4,4,5,4,5,4,4,3,5
H0354,Local CCP,"CIGNA HEALTHCARE OF ARIZONA, INC.",Cigna HealthCare of Arizona,CIGNA,4,5,5,4,4,4,5,2,2,5,5,5,5,2,4,5,5,5,5,4,2,3,2,4,4,4,4,4,4,5,3,5,4,5,5,5,5
H0401,Local CCP,"UNITEDHEALTHCARE OF ARKANSAS, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",2,2,3,2,2,2,5,2,1,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,2,4,2,2,3,3,2,3,4,2,3,2,4,2,4,2,1,3,1,4,5,5,5
H0408,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,1,Not enough data available,Not enough data available,Not enough data available,Not enough data available,5,Not enough data available
H0423,Local CCP,"METROPLUS HEALTH PLAN, INC.",MetroPlus Health Plan,New York City Health and Hospitals Corporation,4,4,5,5,3,3,5,2,3,5,4,3,5,Not enough data available,4,5,3,3,3,3,Not enough data available,5,2,2,1,1,2,1,3,3,3,2,1,2,3,1,5
H0435,Local CCP,"GLOBALHEALTH,  INC.",GLOBALHEALTH MEDICARE,"The Oklahoma City Clinic, P.C.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0490,Local CCP,MOLINA HEALTHCARE OF OHIO,Molina Healthcare of Ohio,"Molina Healthcare, Inc.,",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,5,Not enough data available,Not enough data available,Not enough data available,Not enough data available,4,Not enough data available
H0502,1876 Cost,CONTRA COSTA HEALTH PLAN,Contra Costa Health Plan,Contra Costa Health Services,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,No data available,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,5,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available
H0504,Local CCP,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,California Physicians' Service,4,5,5,5,2,3,5,2,3,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,5,4,5,4,3,3,4,4,2,4,4,4,4,3,3,4,3,2,3,3,4,2
H0523,Local CCP,"AETNA HEALTH OF CALIFORNIA,INC.",Aetna Medicare,Aetna Inc.,4,5,5,5,1,4,4,2,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,5,4,5,3,4,2,3,3,2,4,4,4,4,3,3,2,4,1,4,3,5,4
H0524,Local CCP,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",5,5,5,5,5,5,4,2,5,5,5,5,4,5,5,5,5,5,5,5,2,4,3,4,5,5,5,5,4,4,4,5,4,5,3,5,5
H0543,Local CCP,UNITEDHEALTHCARE OF CALIFORNIA,UnitedHealthcare,"UnitedHealth Group, Inc.",4,5,5,5,3,4,5,2,2,4,2,1,1,1,4,5,4,5,4,3,2,3,4,2,4,3,4,4,3,3,1,5,1,4,3,5,5
H0544,Local CCP,CAREMORE HEALTH PLAN,CareMore Health Plan,"WellPoint, Inc.",4,5,5,5,5,4,4,3,3,4,4,4,5,3,4,5,4,4,5,2,3,4,4,3,2,5,4,5,2,3,4,5,4,2,2,5,3
H0545,Local CCP,"INTER VALLEY HEALTH PLAN, INC.",Inter Valley Health Plan,InterValley Health Plan,4,4,5,5,5,3,4,2,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,5,4,5,5,3,3,3,4,2,2,5,4,5,2,5,5,5,3,5,5,5,5
H0562,Local CCP,HEALTH NET OF CALIFORNIA,Health Net of California,"Health Net, Inc.",4,5,5,5,3,5,5,2,2,4,4,2,3,1,4,5,5,5,4,4,2,4,3,2,4,2,4,4,2,3,5,5,3,4,3,3,5
H0564,Local CCP,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,"WellPoint, Inc.",3,4,5,5,2,2,4,2,1,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,5,4,4,4,3,2,3,4,2,4,2,2,2,1,1,3,3,4,2,3,2,3
H0571,Local CCP,CHINESE COMMUNITY HEALTH PLAN,Chinese Community Health Plan,Chinese Hospital Association,4,5,5,4,3,5,5,2,3,4,3,2,3,2,4,4,4,4,5,1,1,5,4,2,4,4,1,4,2,5,4,5,4,5,3,3,5
H0602,1876 Cost,ROCKY MOUNTAIN HEALTH MAINTENANCE ORGANIZATION,Rocky Mountain Health Plans,"Rocky Mountain HMO, Inc.",3,5,5,3,3,4,4,2,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,3,4,4,5,3,2,3,No data available,5,5,5,5,5,5,5,5,5,2,4,4,Not enough data available,5
H0609,Local CCP,"PACIFICARE OF COLORADO, INC",UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,5,4,3,5,4,3,2,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,3,5,4,5,4,3,2,3,4,4,4,2,4,2,4,3,1,5,2,3,3,5,5
H0620,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",1,1,Not enough data available,2,1,Plan too small to be measured,4,1,2,5,5,5,5,1,5,4,3,4,Not enough data available,Not enough data available,3,5,4,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,4,1,5,4,Not enough data available,Not enough data available,5,Not enough data available
H0621,Local CCP,COLORADO ACCESS,Colorado Access Advantage,Colorado Access,2,2,2,2,2,2,5,3,1,4,3,2,4,Not enough data available,3,3,3,2,3,3,Not enough data available,4,2,2,4,2,2,1,2,3,4,5,2,5,Not enough data available,5,5
H0623,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,2,3,4,4,2,2,4,2,2,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,2,5,3,3,3,3,3,3,3,4,4,2,4,2,3,2,4,1,4,5,Not enough data available,5,5
H0624,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",2,2,3,3,2,3,5,2,2,3,2,2,1,1,3,4,3,3,4,4,3,5,4,3,4,1,2,4,3,2,1,3,1,3,Not enough data available,5,Not enough data available
H0630,Local CCP,KAISER FOUNDATION HP OF CO,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",5,5,5,5,5,5,5,3,3,5,3,4,3,3,5,5,5,5,5,4,2,3,4,4,5,4,5,5,4,4,5,5,2,5,5,5,4
H0657,1876 Cost,COLORADO CHOICE HEALTH PLANS,Colorado Choice Health Plans,Colorado Choice Health Plans,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,2,5,2,1,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,3,3,Plan too small to be measured,4,5,5,4,4,3,Not enough data available,4,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available
H0710,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,2,3,3,4,4,5,3,2,2,2,3,3,1,4,4,2,2,2,3,Not enough data available,5,4,3,3,3,4,4,2,4,1,3,3,5,5,5,Not enough data available
H0712,Local CCP,"WELLCARE OF CONNECTICUT, INC.",WellCare,"WellCare Health Plans, Inc.",3,4,5,4,3,2,4,3,2,3,2,2,3,Not enough data available,3,4,3,2,3,Not enough data available,Not enough data available,4,3,2,3,1,2,2,3,3,4,2,4,5,3,3,5
H0752,Local CCP,"OXFORD HEALTH PLANS (CT), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,5,4,2,3,5,2,2,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,3,4,3,2,4,4,2,4,4,2,4,5,4,2,3,4,1,1,2,3,2,5,5
H0755,Local CCP,"OXFORD HEALTH PLANS (CT), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,4,4,4,5,5,3,2,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,4,4,3,2,4,4,2,4,3,4,4,3,4,2,5,3,1,2,1,3,3,5,5
H0838,Local CCP,"UNIVERSAL CARE, INC.",Brand New Day,"Universal Care, Inc",2,2,Not enough data available,4,3,2,Not enough data available,Not enough data available,Not enough data available,5,5,3,4,Not enough data available,3,3,2,2,3,Not enough data available,Not enough data available,Not enough data available,4,2,1,1,2,2,2,2,5,2,2,Not enough data available,Not enough data available,4,3
H0879,Local CCP,CRESTPOINT HEALTH INSURANCE COMPANY,CrestPoint Health Insurance Company,Mountain States Health Alliance,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0901,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,2,Not enough data available,Not enough data available,Not enough data available,Not enough data available,5,Not enough data available
H0908,Local CCP,"BUCKEYE COMMUNITY HEALTH PLAN, INC.",Advantage by Buckeye Community Health Plan,Centene Corporation,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Plan too small to be measured,1,1,2,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,5,Not enough data available,Not enough data available,Not enough data available,Not enough data available,3,Not enough data available
H0913,Local CCP,"WELLCARE HEALTH PLANS OF NEW JERSEY, INC.",WellCare,"WellCare Health Plans, Inc.",3,2,5,5,1,1,4,2,2,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,2,4,2,2,2,Not enough data available,Not enough data available,4,1,2,1,1,2,1,2,1,4,1,4,4,5,3,5
H0979,PFFS,"AMERICA'S 1ST CHOICE INSURANCE COMPANY OF NC, INC.","AMERICA'S 1ST CHOICE INSURANCE COMPANY OF NC, INC.","America's 1st Choice Holdings of N.C., LLC",3,2,3,3,3,3,Not enough data available,Not enough data available,2,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,3,2,2,2,1,3,3,4,4,5,4,4,4,4,5,2,5,4,4,Not enough data available,Not enough data available,5,5
H1013,Local CCP,"COVENTRY HEALTH PLAN OF FLORIDA, INC",Coventry Health Plan of Florida,Coventry Health Care Inc.,4,5,5,5,3,1,5,2,3,4,2,1,1,2,3,5,4,4,3,2,3,5,3,4,2,3,4,4,4,4,2,2,5,4,2,4,3
