2013 Data View: Medicare Part C Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicare Part C Report Card Master Table ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contract Number,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"Staying Healthy: Screenings, Tests, and Vaccines",,,,,,,,,,Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,Member Experience with Health Plan,,,,,,"Member Complaints, Problems Getting Services, and Improvement in the Health Plan’s Performance",,,,Health Plan Customer Service,,,
,,,,,C01: Breast Cancer Screening,C02: Colorectal Cancer Screening,C03: Cardiovascular Care – Cholesterol Screening,C04: Diabetes Care – Cholesterol Screening,C05: Glaucoma Testing,C06: Annual Flu Vaccine,C07: Improving or Maintaining Physical Health,C08: Improving or Maintaining Mental Health,C09: Monitoring Physical Activity,C10: Adult BMI Assessment,C11: Care for Older Adults – Medication Review,C12: Care for Older Adults – Functional Status Assessment,C13: Care for Older Adults – Pain Screening,C14: Osteoporosis Management in Women who had a Fracture,C15: Diabetes Care – Eye Exam,C16: Diabetes Care – Kidney Disease Monitoring,C17: Diabetes Care – Blood Sugar Controlled,C18: Diabetes Care – Cholesterol Controlled,C19: Controlling Blood Pressure,C20: Rheumatoid Arthritis Management,C21: Improving Bladder Control,C22: Reducing the Risk of Falling,C23: Plan All-Cause Readmissions,C24: Getting Needed Care,C25: Getting Appointments and Care Quickly,C26: Customer Service,C27: Overall Rating of Health Care Quality,C28: Overall Rating of Plan,C29: Care Coordination,C30: Complaints about the Health Plan,C31: Beneficiary Access and Performance Problems,C32: Members Choosing to Leave the Plan,C33: Improvement,C34: Plan Makes Timely Decisions about Appeals,C35: Reviewing Appeals Decisions,C36: Call Center – Foreign Language Interpreter and TTY/TDD Availability,C37: Enrollment Timeliness
H0248,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,69,53,89,88,73,70,Plan too new to be measured,Plan too new to be measured,53,58,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,23,68,86,61,45,57,68,39,57,13,83,74,85,86,86,85,0.52,67,15,Medicare shows only a star rating for this topic,94,Not enough data available,98,92
H0251,Local CCP,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",50,43,84,82,44,55,71,71,39,58,61,19,21,16,46,89,70,41,52,61,26,61,13,84,74,87,85,90,84,0.37,12,11,Medicare shows only a star rating for this topic,38,58,92,Not enough data available
H0294,Local CCP,CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY,Care Improvement Plus,"UnitedHealth Group, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Not enough data available,Plan too new to be measured,Not enough data available,Not enough data available,Plan too new to be measured,91,Not enough data available
H0302,Local CCP,"BANNER MEDISUN, INC.",Blue Cross Blue Shield of Arizona Advantage,Banner Health,80,66,90,92,71,71,63,75,48,91,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,38,63,91,84,39,66,80,37,59,13,84,76,86,85,87,85,0.09,80,5,Medicare shows only a star rating for this topic,97,96,81,94
H0303,Local CCP,"PACIFICARE OF ARIZONA, INC",UnitedHealthcare,"UnitedHealth Group, Inc.",67,61,89,88,63,70,64,76,49,63,59,36,39,20,59,90,83,56,63,76,33,54,13,84,73,85,84,84,83,0.23,0,8,Medicare shows only a star rating for this topic,87,84,95,96
H0307,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,64,61,88,87,50,64,66,73,42,73,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,19,46,88,76,53,69,68,31,52,13,85,76,85,84,83,85,0.77,67,14,Medicare shows only a star rating for this topic,98,89,98,95
H0316,Local CCP,"UNITEDHEALTHCARE OF ARIZONA,  INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",67,53,86,87,55,65,68,77,47,60,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,12,57,89,76,54,64,83,37,54,12,86,76,86,85,83,85,0.32,0,11,Medicare shows only a star rating for this topic,86,86,94,96
H0317,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,68,56,87,86,61,65,64,79,48,66,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,30,53,87,77,50,63,75,41,52,11,85,73,84,83,79,83,0.85,67,36,Medicare shows only a star rating for this topic,97,95,98,95
H0318,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,66,60,90,90,61,71,72,80,54,77,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,72,89,84,55,74,Not enough data available,39,55,12,86,75,86,85,84,86,1.27,40,12,Medicare shows only a star rating for this topic,86,Not enough data available,94,86
H0319,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",33,15,Not enough data available,91,79,Plan too small to be measured,Not enough data available,Not enough data available,32,86,96,99,99,7,89,95,84,62,Not enough data available,Not enough data available,Not enough data available,Not enough data available,7,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.46,0,3,Medicare shows only a star rating for this topic,75,100,97,Not enough data available
H0320,Local CCP,"ARCADIAN HEALTH PLAN, INC.",Desert Canyon Community Care,Humana Inc.,61,35,84,87,41,55,62,75,36,56,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,15,44,83,60,43,67,71,31,46,13,83,73,90,81,83,81,0.13,80,8,Medicare shows only a star rating for this topic,89,Not enough data available,56,98
H0321,Local CCP,"ARIZONA PHYSICIANS IPA, INC.",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",59,53,83,84,59,60,67,78,45,68,63,39,55,24,65,91,61,42,60,74,32,72,12,83,74,83,83,86,82,0.23,12,6,Medicare shows only a star rating for this topic,97,66,92,Not enough data available
H0332,Local CCP,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,"Kelsey-Seybold Medical Group, PLLC",85,69,94,95,83,76,69,77,59,99,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,39,82,97,90,64,73,Not enough data available,37,59,14,88,80,92,90,91,90,0.24,100,4,Medicare shows only a star rating for this topic,89,84,89,95
H0351,Local CCP,"HEALTH NET OF ARIZONA, INC.","Health Net of Arizona, Inc.","Health Net, Inc.",70,67,89,90,58,71,68,79,50,81,83,65,71,23,67,91,84,59,75,76,36,59,14,87,77,90,86,87,86,0.17,100,9,Medicare shows only a star rating for this topic,87,89,78,98
H0354,Local CCP,"CIGNA HEALTHCARE OF ARIZONA, INC.",Cigna HealthCare of Arizona,CIGNA,76,67,89,89,72,72,66,75,46,97,95,93,90,24,73,92,90,61,76,82,33,54,15,86,78,89,87,88,87,0.08,60,5,Medicare shows only a star rating for this topic,96,95,91,95
H0401,Local CCP,"UNITEDHEALTHCARE OF ARKANSAS, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",52,40,81,78,61,65,68,76,40,51,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,50,85,60,38,57,69,32,53,11,83,74,84,85,84,86,0.40,0,12,Medicare shows only a star rating for this topic,91,100,94,98
H0408,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,12,Not enough data available,Not enough data available,Not enough data available,Not enough data available,97,Not enough data available
H0423,Local CCP,"METROPLUS HEALTH PLAN, INC.",MetroPlus Health Plan,New York City Health and Hospitals Corporation,82,66,95,90,66,68,81,76,53,84,81,64,84,Not enough data available,70,94,72,49,58,76,Not enough data available,67,16,76,68,81,80,82,84,0.35,60,16,Medicare shows only a star rating for this topic,67,85,18,98
H0435,Local CCP,"GLOBALHEALTH,  INC.",GLOBALHEALTH MEDICARE,"The Oklahoma City Clinic, P.C.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0490,Local CCP,MOLINA HEALTHCARE OF OHIO,Molina Healthcare of Ohio,"Molina Healthcare, Inc.,",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,Not enough data available,88,Not enough data available
H0502,1876 Cost,CONTRA COSTA HEALTH PLAN,Contra Costa Health Plan,Contra Costa Health Services,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,No data available,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available
H0504,Local CCP,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,California Physicians' Service,74,69,93,90,59,70,66,76,52,56,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,18,73,94,84,61,64,69,38,60,11,83,75,89,86,88,84,0.25,80,11,Medicare shows only a star rating for this topic,74,81,85,87
H0523,Local CCP,"AETNA HEALTH OF CALIFORNIA,INC.",Aetna Medicare,Aetna Inc.,75,68,90,92,43,71,61,77,46,64,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,21,73,92,84,63,58,81,32,57,12,82,75,89,86,87,85,0.34,40,9,Medicare shows only a star rating for this topic,85,83,94,92
H0524,Local CCP,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",90,89,98,98,78,78,63,74,63,99,96,93,65,80,84,98,91,80,86,91,35,60,13,86,80,91,88,91,86,0.13,80,1,Medicare shows only a star rating for this topic,94,82,99,96
H0543,Local CCP,UNITEDHEALTHCARE OF CALIFORNIA,UnitedHealthcare,"UnitedHealth Group, Inc.",76,72,91,91,64,73,66,78,50,63,56,24,22,19,73,95,82,61,67,72,32,57,11,83,75,86,86,86,84,0.35,0,6,Medicare shows only a star rating for this topic,86,85,95,96
H0544,Local CCP,CAREMORE HEALTH PLAN,CareMore Health Plan,"WellPoint, Inc.",80,74,92,90,83,73,65,80,56,63,81,76,83,45,70,94,80,55,75,62,36,64,10,84,73,91,85,89,82,0.27,80,6,Medicare shows only a star rating for this topic,67,79,96,90
H0545,Local CCP,"INTER VALLEY HEALTH PLAN, INC.",Inter Valley Health Plan,InterValley Health Plan,77,66,91,92,76,70,62,74,49,70,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,22,64,94,87,62,71,72,36,57,9,82,73,92,87,90,82,0.07,100,6,Medicare shows only a star rating for this topic,95,91,96,98
H0562,Local CCP,HEALTH NET OF CALIFORNIA,Health Net of California,"Health Net, Inc.",80,76,95,94,65,75,66,75,51,77,83,48,51,22,78,94,88,64,65,79,34,62,12,84,77,86,86,87,84,0.25,100,5,Medicare shows only a star rating for this topic,85,83,84,97
H0564,Local CCP,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,"WellPoint, Inc.",67,62,92,93,59,63,62,77,41,76,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,15,75,93,82,56,67,66,34,55,11,82,76,85,84,84,81,0.68,47,12,Medicare shows only a star rating for this topic,52,86,61,90
H0571,Local CCP,CHINESE COMMUNITY HEALTH PLAN,Chinese Community Health Plan,Chinese Hospital Association,78,69,90,89,67,79,68,77,53,79,68,47,46,32,76,87,84,54,82,46,28,75,11,83,75,88,83,85,82,0.04,80,4,Medicare shows only a star rating for this topic,95,80,68,97
H0602,1876 Cost,ROCKY MOUNTAIN HEALTH MAINTENANCE ORGANIZATION,Rocky Mountain Health Plans,"Rocky Mountain HMO, Inc.",69,69,89,81,69,73,64,76,48,70,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,21,71,84,85,55,77,75,35,56,No data available,89,81,95,89,90,87,0.10,100,4,Medicare shows only a star rating for this topic,89,89,Not enough data available,96
H0609,Local CCP,"PACIFICARE OF COLORADO, INC",UnitedHealthcare,"UnitedHealth Group, Inc.",65,58,89,89,68,77,65,82,48,50,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,18,61,92,85,64,65,76,32,54,11,85,77,85,85,84,87,0.24,0,5,Medicare shows only a star rating for this topic,79,84,94,96
H0620,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",25,18,Not enough data available,70,45,Plan too small to be measured,61,67,45,89,94,99,99,3,85,88,73,55,Not enough data available,Not enough data available,42,77,7,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.16,12,2,Medicare shows only a star rating for this topic,Not enough data available,Not enough data available,97,Not enough data available
H0621,Local CCP,COLORADO ACCESS,Colorado Access Advantage,Colorado Access,53,46,75,79,58,63,71,80,43,75,73,43,60,Not enough data available,57,83,68,46,60,71,Not enough data available,65,14,81,75,85,82,80,82,0.20,80,7,Medicare shows only a star rating for this topic,99,Not enough data available,94,97
H0623,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,62,57,87,85,61,66,62,75,50,58,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,18,53,90,69,50,60,74,39,54,13,86,78,85,85,84,85,0.40,67,25,Medicare shows only a star rating for this topic,99,Not enough data available,98,94
H0624,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",52,46,81,82,56,69,67,76,45,58,59,32,22,13,62,87,70,48,63,79,37,68,11,84,76,83,84,85,85,0.42,12,14,Medicare shows only a star rating for this topic,77,Not enough data available,97,Not enough data available
H0630,Local CCP,KAISER FOUNDATION HP OF CO,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",86,84,99,92,77,81,69,79,52,96,78,80,44,53,87,99,89,79,88,83,35,57,11,87,82,90,88,90,86,0.13,100,1,Medicare shows only a star rating for this topic,95,95,99,92
H0657,1876 Cost,COLORADO CHOICE HEALTH PLANS,Colorado Choice Health Plans,Colorado Choice Health Plans,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,65,68,76,42,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,39,53,Plan too small to be measured,87,81,92,86,87,85,Not enough data available,80,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available
H0710,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",69,46,82,82,71,72,67,81,49,39,62,54,54,7,71,89,44,35,47,77,Not enough data available,78,11,84,74,85,85,86,83,0.15,12,11,Medicare shows only a star rating for this topic,97,95,97,Not enough data available
H0712,Local CCP,"WELLCARE OF CONNECTICUT, INC.",WellCare,"WellCare Health Plans, Inc.",68,64,90,88,65,63,62,79,45,59,61,31,52,Not enough data available,60,89,68,47,60,Not enough data available,Not enough data available,64,13,81,74,82,84,83,85,0.32,80,15,Medicare shows only a star rating for this topic,94,81,84,98
H0752,Local CCP,"OXFORD HEALTH PLANS (CT), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",66,57,92,85,58,66,67,76,46,43,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,19,58,86,68,46,63,84,35,59,11,83,77,91,86,84,84,0.16,12,18,Medicare shows only a star rating for this topic,84,71,94,94
H0755,Local CCP,"OXFORD HEALTH PLANS (CT), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",70,61,87,88,71,79,70,80,48,40,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,12,70,87,71,47,65,78,35,63,12,88,78,86,87,83,88,0.27,12,17,Medicare shows only a star rating for this topic,72,84,94,95
H0838,Local CCP,"UNIVERSAL CARE, INC.",Brand New Day,"Universal Care, Inc",62,37,Not enough data available,88,68,61,Not enough data available,Not enough data available,Not enough data available,85,98,64,65,Not enough data available,56,82,60,41,62,Not enough data available,Not enough data available,Not enough data available,8,80,71,83,81,83,76,0.47,100,15,Medicare shows only a star rating for this topic,Not enough data available,Not enough data available,85,90
H0879,Local CCP,CRESTPOINT HEALTH INSURANCE COMPANY,CrestPoint Health Insurance Company,Mountain States Health Alliance,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0901,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,40,Not enough data available,Not enough data available,Not enough data available,Not enough data available,94,Not enough data available
